11;Oficiales de las fuerzas armadas
12;Suboficiales de las fuerzas armadas
20;Tropa y marineria de las fuerzas armadas
1111;Miembros del poder ejecutivo (nacional autonomico y local) y del poder legislativo
1112;Personal directivo de la Administracion Publica
1113;Directores de organizaciones de interes social
1120;Directores generales y presidentes ejecutivos
1211;Directores financieros
1212;Directores de recursos humanos
1219;Directores de politicas y planificacion y de otros departamentos administrativos no clasificados bajo otros epigrafes
1221;Directores comerciales y de ventas
1222;Directores de publicidad y relaciones publicas
1223;Directores de investigacion y desarrollo
1311;Directores de produccion de explotaciones agropecuarias y forestales
1312;Directores de produccion de explotaciones pesqueras y acuicolas
1313;Directores de industrias manufactureras
1314;Directores de explotaciones mineras
1315;Directores de empresas de abastecimiento transporte distribucion y afines
1316;Directores de empresas de construccion
1321;Directores de servicios de tecnologias de la informacion y las comunicaciones (TIC)
1322;Directores de servicios sociales para niños
1323;Directores-gerentes de centros sanitarios
1324;Directores de servicios sociales para personas mayores
1325;Directores de otros servicios sociales
1326;Directores de servicios de educacion
1327;Directores de sucursales de bancos de servicios financieros y de seguros
1329;Directores de otras empresas de servicios profesionales no clasificados bajo otros epigrafes
1411;Directores y gerentes de hoteles
1419;Directores y gerentes de otras empresas de servicios de alojamiento
1421;Directores y gerentes de restaurantes
1422;Directores y gerentes de bares cafeterias y similares
1429;Directores y gerentes de empresas de catering y otras empresas de restauracion
1431;Directores y gerentes de empresas de comercio al por mayor
1432;Directores y gerentes de empresas de comercio al por menor
1501;Directores y gerentes de empresas de actividades recreativas culturales y deportivas
1509;Directores y gerentes de empresas de gestion de residuos y de otras empresas de servicios no clasificados bajo otros epigrafes
2111;Medicos de familia
2112;Otros medicos especialistas
2121;Enfermeros no especializados
2122;Enfermeros especializados (excepto matronos)
2123;Matronos
2130;Veterinarios
2140;Farmaceuticos
2151;Odontologos y estomatologos
2152;Fisioterapeutas
2153;Dietistas y nutricionistas
2154;Logopedas
2155;opticos-optometristas
2156;Terapeutas ocupacionales
2157;Podologos
2158;Profesionales de la salud y la higiene laboral y ambiental
2159;Profesionales de la salud no clasificados bajo otros epigrafes
2210;Profesores de universidades y otra enseñanza superior (excepto formacion profesional)
2220;Profesores de formacion profesional (materias especificas)
2230;Profesores de enseñanza secundaria (excepto materias especificas de formacion profesional)
2240;Profesores de enseñanza primaria
2251;Maestros de educacion infantil
2252;Tecnicos en educacion infantil
2311;Profesores de educacion especial
2312;Tecnicos educadores de educacion especial
2321;Especialistas en metodos didacticos y pedagogicos
2322;Profesores de enseñanza no reglada de idiomas
2323;Profesores de enseñanza no reglada de musica y danza
2324;Profesores de enseñanza no reglada de artes
2325;Instructores en tecnologias de la informacion en enseñanza no reglada
2326;Profesionales de la educacion ambiental
2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epigrafes
2411;Fisicos y astronomos
2412;Meteorologos
2413;Quimicos
2414;Geologos y geofisicos
2415;Matematicos y actuarios
2416;Estadisticos
2421;Biologos botanicos zoologos y afines
2422;Ingenieros agronomos
2423;Ingenieros de montes
2424;Ingenieros tecnicos agricolas
2425;Ingenieros tecnicos forestales y del medio natural
2426;Profesionales de la proteccion ambiental
2427;Enologos
2431;Ingenieros industriales y de produccion
2432;Ingenieros en construccion y obra civil
2433;Ingenieros mecanicos
2434;Ingenieros aeronauticos
2435;Ingenieros quimicos
2436;Ingenieros de minas metalurgicos y afines
2437;Ingenieros ambientales
2439;Ingenieros no clasificados bajo otros epigrafes
2441;Ingenieros en electricidad
2442;Ingenieros electronicos
2443;Ingenieros en telecomunicaciones
2451;Arquitectos (excepto arquitectos paisajistas y urbanistas)
2452;Arquitectos paisajistas
2453;Urbanistas e ingenieros de trafico
2454;Ingenieros geografos y cartografos
2461;Ingenieros tecnicos industriales y de produccion
2462;Ingenieros tecnicos de obras publicas
2463;Ingenieros tecnicos mecanicos
2464;Ingenieros tecnicos aeronauticos
2465;Ingenieros tecnicos quimicos
2466;Ingenieros tecnicos de minas metalurgicos y afines
2469;Ingenieros tecnicos no clasificados bajo otros epigrafes
2471;Ingenieros tecnicos en electricidad
2472;Ingenieros tecnicos en electronica
2473;Ingenieros tecnicos en telecomunicaciones
2481;Arquitectos tecnicos y tecnicos urbanistas
2482;Diseñadores de productos y de prendas
2483;Ingenieros tecnicos en topografia
2484;Diseñadores graficos y multimedia
2511;Abogados
2512;Fiscales
2513;Jueces y magistrados
2591;Notarios y registradores
2592;Procuradores
2599;Profesionales del derecho no clasificados bajo otros epigrafes
2611;Especialistas en contabilidad
2612;Asesores financieros y en inversiones
2613;Analistas financieros
2621;Analistas de gestion y organizacion
2622;Especialistas en administracion de politica de empresas
2623;Especialistas de la Administracion Publica
2624;Especialistas en politicas y servicios de personal y afines
2625;Especialistas en formacion de personal
2630;Tecnicos de empresas y actividades turisticas
2640;Profesionales de ventas tecnicas y medicas (excepto las TIC)
2651;Profesionales de la publicidad y la comercializacion
2652;Profesionales de relaciones publicas
2653;Profesionales de la venta de tecnologias de la informacion y las comunicaciones
2711;Analistas de sistemas
2712;Analistas y diseñadores de software
2713;Analistas programadores y diseñadores Web y multimedia
2719;Analistas y diseñadores de software y multimedia no clasificados bajo otros epigrafes
2721;Diseñadores y administradores de bases de datos
2722;Administradores de sistemas y redes
2723;Analistas de redes informaticas
2729;Especialistas en bases de datos y en redes informaticas no clasificados bajo otros epigrafes
2810;Economistas
2821;Sociologos geografos antropologos arqueologos y afines
2822;Filosofos historiadores y profesionales en ciencias politicas
2823;Psicologos
2824;Profesionales del trabajo y la educacion social
2825;Agentes de igualdad de oportunidades entre mujeres y hombres
2830;Sacerdotes de las distintas religiones
2911;Archivistas y conservadores de museos
2912;Bibliotecarios documentalistas y afines
2921;Escritores
2922;Periodistas
2923;Filologos interpretes y traductores
2931;Artistas de artes plasticas y visuales
2932;Compositores musicos y cantantes
2933;Coreografos y bailarines
2934;Directores de cine de teatro y afines
2935;Actores
2936;Locutores de radio television y otros presentadores
2937;Profesionales de espectaculos taurinos
2939;Artistas creativos e interpretativos no clasificados bajo otros epigrafes
3110;Delineantes y dibujantes tecnicos
3121;Tecnicos en ciencias fisicas y quimicas
3122;Tecnicos en construccion
3123;Tecnicos en electricidad
3124;Tecnicos en electronica (excepto electromedicina)
3125;Tecnicos en electronica especialidad en electromedicina
3126;Tecnicos en mecanica
3127;Tecnicos y analistas de laboratorio en quimica industrial
3128;Tecnicos en metalurgia y minas
3129;Otros tecnicos de las ciencias fisicas quimicas medioambientales y de las ingenierias
3131;Tecnicos en instalaciones de produccion de energia
3132;Tecnicos en instalaciones de tratamiento de residuos de aguas y otros operadores en plantas similares
3133;Tecnicos en control de instalaciones de procesamiento de productos quimicos
3134;Tecnicos de refinerias de petroleo y gas natural
3135;Tecnicos en control de procesos de produccion de metales
3139;Tecnicos en control de procesos no clasificados bajo otros epigrafes
3141;Tecnicos en ciencias biologicas (excepto en areas sanitarias)
3142;Tecnicos agropecuarios
3143;Tecnicos forestales y del medio natural
3151;Jefes y oficiales de maquinas
3152;Capitanes y oficiales de puente
3153;Pilotos de aviacion y profesionales afines
3154;Controladores de trafico aereo
3155;Tecnicos en seguridad aeronautica
3160;Tecnicos de control de calidad de las ciencias fisicas quimicas y de las ingenierias
3201;Supervisores en ingenieria de minas
3202;Supervisores de la construccion
3203;Supervisores de industrias alimenticias y del tabaco
3204;Supervisores de industrias quimica y farmaceutica
3205;Supervisores de industrias de transformacion de plasticos caucho y resinas naturales
3206;Supervisores de industrias de la madera y pastero papeleras
3207;Supervisores de la produccion en industrias de artes graficas y en la fabricacion de productos de papel
3209;Supervisores de otras industrias manufactureras
3311;Tecnicos en radioterapia
3312;Tecnicos en imagen para el diagnostico
3313;Tecnicos en anatomia patologica y citologia
3314;Tecnicos en laboratorio de diagnostico clinico
3315;Tecnicos en ortoprotesis
3316;Tecnicos en protesis dentales
3317;Tecnicos en audioprotesis
3321;Tecnicos superiores en higiene bucodental
3322;Tecnicos superiores en documentacion sanitaria
3323;Tecnicos superiores en dietetica
3324;Tecnicos en optometria
3325;Ayudantes fisioterapeutas
3326;Tecnicos en prevencion de riesgos laborales y salud ambiental
3327;Ayudantes de veterinaria
3329;Tecnicos de la sanidad no clasificados bajo otros epigrafes
3331;Profesionales de la acupuntura la naturopatia la homeopatia la medicina tradicional china y la ayurveda
3339;Otros profesionales de las terapias alternativas
3401;Profesionales de apoyo e intermediarios de cambio bolsa y finanzas
3402;Comerciales de prestamos y creditos
3403;Tenedores de libros
3404;Profesionales de apoyo en servicios estadisticos matematicos y afines
3405;Tasadores
3510;Agentes y representantes comerciales
3521;Mediadores y agentes de seguros
3522;Agentes de compras
3523;Consignatarios
3531;Representantes de aduanas
3532;Organizadores de conferencias y eventos
3533;Agentes o intermediarios en la contratacion de la mano de obra (excepto representantes de espectaculos)
3534;Agentes y administradores de la propiedad inmobiliaria
3535;Portavoces y agentes de relaciones publicas
3539;Representantes artisticos y deportivos y otros agentes de servicios comerciales no clasificados bajo otros epigrafes
3611;Supervisores de secretaria
3612;Asistentes juridico-legales
3613;Asistentes de direccion y administrativos
3614;Secretarios de centros medicos o clinicas
3621;Profesionales de apoyo de la Administracion Publica de tributos
3622;Profesionales de apoyo de la Administracion Publica de servicios sociales
3623;Profesionales de apoyo de la Administracion Publica de servicios de expedicion de licencias
3629;Otros profesionales de apoyo de la Administracion Publica para tareas de inspeccion y control y tareas similares
3631;Tecnicos de la policia nacional autonomica y local
3632;Suboficiales de la guardia civil
3711;Profesionales de apoyo de servicios juridicos y servicios similares
3712;Detectives privados
3713;Profesionales de apoyo al trabajo y a la educacion social
3714;Promotores de igualdad de oportunidades entre mujeres y hombres
3715;Animadores comunitarios
3716;Auxiliares laicos de las religiones
3721;Atletas y deportistas
3722;Entrenadores y arbitros de actividades deportivas
3723;Instructores de actividades deportivas
3724;Monitores de actividades recreativas y de entretenimiento
3731;Fotografos
3732;Diseñadores y decoradores de interior
3733;Tecnicos en galerias de arte museos y bibliotecas
3734;Chefs
3739;Otros tecnicos y profesionales de apoyo de actividades culturales y artisticas
3811;Tecnicos en operaciones de sistemas informaticos
3812;Tecnicos en asistencia al usuario de tecnologias de la informacion
3813;Tecnicos en redes
3814;Tecnicos de la Web
3820;Programadores informaticos
3831;Tecnicos de grabacion audiovisual
3832;Tecnicos de radiodifusion
3833;Tecnicos de ingenieria de las telecomunicaciones
4111;Empleados de contabilidad
4112;Empleados de control de personal y nominas
4113;Empleados de oficina de servicios estadisticos financieros y bancarios
4121;Empleados de control de abastecimientos e inventario
4122;Empleados de oficina de servicios de apoyo a la produccion
4123;Empleados de logistica y transporte de pasajeros y mercancias
4210;Empleados de bibliotecas y archivos
4221;Empleados de servicios de correos (excepto empleados de mostrador)
4222;Codificadores y correctores de imprenta
4223;Empleados de servicio de personal
4301;Grabadores de datos
4309;Empleados administrativos sin tareas de atencion al publico no clasificados bajo otros epigrafes
4411;Empleados de informacion al usuario
4412;Recepcionistas (excepto de hoteles)
4421;Empleados de agencias de viajes
4422;Recepcionistas de hoteles
4423;Telefonistas
4424;Teleoperadores
4430;Agentes de encuestas
4441;Cajeros de bancos y afines
4442;Empleados de venta de apuestas
4443;Empleados de sala de juegos y afines
4444;Empleados de casas de empeño y de prestamos
4445;Cobradores de facturas deudas y empleados afines
4446;Empleados de mostrador de correos
4500;Empleados administrativos con tareas de atencion al publico no clasificados bajo otros epigrafes
5000;Camareros y cocineros propietarios
5110;Cocineros asalariados
5120;Camareros asalariados
5210;Jefes de seccion de tiendas y almacenes
5220;Vendedores en tiendas y almacenes
5300;Comerciantes propietarios de tiendas
5411;Vendedores en quioscos
5412;Vendedores en mercados ocasionales y mercadillos
5420;Operadores de telemarketing
5430;Expendedores de gasolineras
5491;Vendedores a domicilio
5492;Promotores de venta
5493;Modelos de moda arte y publicidad
5499;Vendedores no clasificados bajo otros epigrafes
5500;Cajeros y taquilleros (excepto bancos)
5611;Auxiliares de enfermeria hospitalaria
5612;Auxiliares de enfermeria de atencion primaria
5621;Tecnicos auxiliares de farmacia
5622;Tecnicos de emergencias sanitarias
5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epigrafes
5710;Trabajadores de los cuidados personales a domicilio
5721;Cuidadores de niños en guarderias y centros educativos
5722;Cuidadores de niños en domicilios
5811;Peluqueros
5812;Especialistas en tratamientos de estetica bienestar y afines
5821;Auxiliares de vuelo y camareros de avion barco y tren
5822;Revisores y cobradores de transporte terrestre
5823;Acompañantes turisticos
5824;Azafatos de tierra
5825;Guias de turismo
5831;Supervisores de mantenimiento y limpieza en oficinas hoteles y otros establecimientos
5832;Mayordomos del servicio domestico
5833;Conserjes de edificios
5840;Trabajadores propietarios de pequeños alojamientos
5891;Asistentes personales o personas de compañia
5892;Empleados de pompas funebres y embalsamadores
5893;Cuidadores de animales y adiestradores
5894;Instructores de autoescuela
5895;Astrologos adivinadores y afines
5899;Trabajadores de servicios personales no clasificados bajo otros epigrafes
5910;Guardias civiles
5921;Policias nacionales
5922;Policias autonomicos
5923;Policias locales
5931;Bomberos (excepto forestales)
5932;Bomberos forestales
5941;Vigilantes de seguridad y similares habilitados para ir armados
5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
5991;Vigilantes de prisiones
5992;Bañistas-socorristas
5993;Agentes forestales y medioambientales
5999;Trabajadores de los servicios de proteccion y seguridad no clasificados bajo otros epigrafes
6110;Trabajadores cualificados en actividades agricolas (excepto en huertas invernaderos viveros y jardines)
6120;Trabajadores cualificados en huertas invernaderos viveros y jardines
6201;Trabajadores cualificados en actividades ganaderas de vacuno
6202;Trabajadores cualificados en actividades ganaderas de ovino y caprino
6203;Trabajadores cualificados en actividades ganaderas de porcino
6204;Trabajadores cualificados en apicultura y sericicultura
6205;Trabajadores cualificados en la avicultura y la cunicultura
6209;Trabajadores cualificados en actividades ganaderas no clasificados bajo otros epigrafes
6300;Trabajadores cualificados en actividades agropecuarias mixtas
6410;Trabajadores cualificados en actividades forestales y del medio natural
6421;Trabajadores cualificados en la acuicultura
6422;Pescadores de aguas costeras y aguas dulces
6423;Pescadores de altura
6430;Trabajadores cualificados en actividades cinegeticas
7111;Encofradores y operarios de puesta en obra de hormigon
7112;Montadores de prefabricados estructurales (solo hormigon)
7121;Albañiles
7122;Canteros tronzadores labrantes y grabadores de piedras
7131;Carpinteros (excepto ebanistas)
7132;Instaladores de cerramientos metalicos y carpinteros metalicos (excepto montadores de estructuras metalicas)
7191;Mantenedores de edificios
7192;Instaladores de fachadas tecnicas
7193;Instaladores de sistemas de impermeabilizacion en edificios
7199;Otros trabajadores de las obras estructurales de construccion no clasificados bajo otros epigrafes
7211;Escayolistas
7212;Aplicadores de revestimientos de pasta y mortero
7221;Fontaneros
7222;Montadores-instaladores de gas en edificios
7223;Instaladores de conductos en obra publica
7231;Pintores y empapeladores
7232;Pintores en las industrias manufactureras
7240;Soladores colocadores de parquet y afines
7250;Mecanicos-instaladores de refrigeracion y climatizacion
7291;Montadores de cubiertas
7292;Instaladores de material aislante termico y de insonorizacion
7293;Cristaleros
7294;Montadores-instaladores de placas de energia solar
7295;Personal de limpieza de fachadas de edificios y chimeneas
7311;Moldeadores y macheros
7312;Soldadores y oxicortadores
7313;Chapistas y caldereros
7314;Montadores de estructuras metalicas
7315;Montadores de estructuras cableadas y empalmadores de cables
7321;Herreros y forjadores
7322;Trabajadores de la fabricacion de herramientas mecanico-ajustadores modelistas matriceros y afines
7323;Ajustadores y operadores de maquinas-herramienta
7324;Pulidores de metales y afiladores de herramientas
7401;Mecanicos y ajustadores de vehiculos de motor
7402;Mecanicos y ajustadores de motores de avion
7403;Mecanicos y ajustadores de maquinaria agricola e industrial
7404;Mecanicos y ajustadores de maquinaria naval y ferroviaria
7405;Reparadores de bicicletas y afines
7510;Electricistas de la construccion y afines
7521;Mecanicos y reparadores de equipos electricos
7522;Instaladores y reparadores de lineas electricas
7531;Mecanicos y reparadores de equipos electronicos
7532;Instaladores y reparadores en electromedicina
7533;Instaladores y reparadores en tecnologias de la informacion y las comunicaciones
7611;Relojeros y mecanicos de instrumentos de precision
7612;Lutieres y similares afinadores de instrumentos musicales
7613;Joyeros orfebres y plateros
7614;Trabajadores de la ceramica alfareros y afines
7615;Sopladores modeladores laminadores cortadores y pulidores de vidrio
7616;Rotulistas grabadores de vidrio pintores decorativos de articulos diversos
7617;Artesanos en madera y materiales similares cesteros bruceros y trabajadores afines
7618;Artesanos en tejidos cueros y materiales similares preparadores de fibra y tejedores con telares artesanos o de tejidos de punto y afines
7619;Artesanos no clasificados bajo otros epigrafes
7621;Trabajadores de procesos de preimpresion
7622;Trabajadores de procesos de impresion
7623;Trabajadores de procesos de encuadernacion
7701;Matarifes y trabajadores de las industrias carnicas
7702;Trabajadores de las industrias del pescado
7703;Panaderos pasteleros y confiteros
7704;Trabajadores del tratamiento de la leche y elaboracion de productos lacteos (incluidos helados)
7705;Trabajadores conserveros de frutas y hortalizas y trabajadores de la elaboracion de bebidas no alcoholicas
7706;Trabajadores de la elaboracion de bebidas alcoholicas distintas del vino
7707;Trabajadores de la elaboracion del vino
7708;Preparadores y elaboradores del tabaco y sus productos
7709;Catadores y clasificadores de alimentos y bebidas
7811;Trabajadores del tratamiento de la madera
7812;Ajustadores y operadores de maquinas para trabajar la madera
7820;Ebanistas y trabajadores afines
7831;Sastres modistos peleteros y sombrereros
7832;Patronistas para productos en textil y piel
7833;Cortadores de tejidos cuero piel y otros materiales
7834;Costureros a mano bordadores y afines
7835;Tapiceros colchoneros y afines
7836;Curtidores y preparadores de pieles
7837;Zapateros y afines
7891;Buceadores
7892;Pegadores
7893;Clasificadores y probadores de productos (excepto alimentos bebidas y tabaco)
7894;Fumigadores y otros controladores de plagas y malas hierbas
7899;Oficiales operarios y artesanos de otros oficios no clasificados bajo otros epigrafes
8111;Mineros y otros operadores en instalaciones mineras
8112;Operadores en instalaciones para la preparacion de minerales y rocas
8113;Sondistas y trabajadores afines
8114;Operadores de maquinaria para fabricar productos derivados de minerales no metalicos
8121;Operadores en instalaciones para la obtencion y transformacion de metales
8122;Operadores de maquinas pulidoras galvanizadoras y recubridoras de metales
8131;Operadores en plantas industriales quimicas
8132;Operadores de maquinas para fabricar productos farmaceuticos cosmeticos y afines
8133;Operadores de laboratorios fotograficos y afines
8141;Operadores de maquinas para fabricar productos de caucho y derivados de resinas naturales
8142;Operadores de maquinas para fabricar productos de material plastico
8143;Operadores de maquinas para fabricar productos de papel y carton
8144;Operadores de serrerias de maquinas de fabricacion de tableros y de instalaciones afines para el tratamiento de la madera y el corcho
8145;Operadores en instalaciones para la preparacion de pasta de papel y fabricacion de papel
8151;Operadores de maquinas para preparar fibras hilar y devanar
8152;Operadores de telares y otras maquinas tejedoras
8153;Operadores de maquinas de coser y bordar
8154;Operadores de maquinas de blanquear teñir estampar y acabar textiles
8155;Operadores de maquinas para tratar pieles y cuero
8156;Operadores de maquinas para la fabricacion del calzado marroquineria y guanteria de piel
8159;Operadores de maquinas para fabricar productos textiles no clasificados bajo otros epigrafes
8160;Operadores de maquinas para elaborar productos alimenticios bebidas y tabaco
8170;Operadores de maquinas de lavanderia y tintoreria
8191;Operadores de hornos e instalaciones de vidrieria y ceramica
8192;Operadores de calderas y maquinas de vapor
8193;Operadores de maquinas de embalaje embotellamiento y etiquetado
8199;Operadores de instalaciones y maquinaria fijas no clasificados bajo otros epigrafes
8201;Ensambladores de maquinaria mecanica
8202;Ensambladores de equipos electricos y electronicos
8209;Montadores y ensambladores no clasificados en otros epigrafes
8311;Maquinistas de locomotoras
8312;Agentes de maniobras ferroviarias
8321;Operadores de maquinaria agricola movil
8322;Operadores de maquinaria forestal movil
8331;Operadores de maquinaria de movimientos de tierras y equipos similares
8332;Operadores de gruas montacargas y de maquinaria similar de movimiento de materiales
8333;Operadores de carretillas elevadoras
8340;Marineros de puente marineros de maquinas y afines
8411;Conductores propietarios de automoviles taxis y furgonetas
8412;Conductores asalariados de automoviles taxis y furgonetas
8420;Conductores de autobuses y tranvias
8431;Conductores propietarios de camiones
8432;Conductores asalariados de camiones
8440;Conductores de motocicletas y ciclomotores
9100;Empleados domesticos
9210;Personal de limpieza de oficinas hoteles y otros establecimientos similares
9221;Limpiadores en seco a mano y afines
9222;Limpiadores de vehiculos
9223;Limpiadores de ventanas
9229;Otro personal de limpieza
9310;Ayudantes de cocina
9320;Preparadores de comidas rapidas
9410;Vendedores callejeros
9420;Repartidores de publicidad limpiabotas y otros trabajadores de oficios callejeros
9431;Ordenanzas
9432;Mozos de equipaje y afines
9433;Repartidores recadistas y mensajeros a pie
9434;Lectores de contadores y recaudadores de maquinas recreativas y expendedoras
9441;Recogedores de residuos
9442;Clasificadores de desechos operarios de punto limpio y recogedores de chatarra
9443;Barrenderos y afines
9490;Otras ocupaciones elementales
9511;Peones agricolas (excepto en huertas invernaderos viveros y jardines)
9512;Peones agricolas en huertas invernaderos viveros y jardines
9520;Peones ganaderos
9530;Peones agropecuarios
9541;Peones de la pesca
9542;Peones de la acuicultura
9543;Peones forestales y de la caza
9601;Peones de obras publicas
9602;Peones de la construccion de edificios
9603;Peones de la mineria canteras y otras industrias extractivas
9700;Peones de las industrias manufactureras
9811;Peones del transporte de mercancias y descargadores
9812;Conductores de vehiculos de traccion animal para el transporte de personas y similares
9820;Reponedores
